ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Group	RandomSeed	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	Procedure[Block]	Running[Block]	Test	Test.Cycle	Test.Sample	Train	Train.Cycle	Train.Sample	Trial	Concentration	IntensityRating	Jar	Procedure[Trial]	Question	Running[Trial]	TestList	TestList.Cycle	TestList.Sample	TrainList	TrainList.Cycle	TrainList.Sample	TrainWalkThrough	TrainWalkThrough.Cycle	TrainWalkThrough.Sample	TrialNo	valve	valve2	SubTrial	Prepare	Prepare.Cycle	Prepare.Sample	Procedure[SubTrial]	Running[SubTrial]
TMA_DR_jars	39	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">21535485384771</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-39-1	60.321	1.0.0.2411	1	519564996	2.0.10.242	2.0.10.242	07-20-2017	7/20/2017 6:27:12 PM	14:27:12	2.0.10.147	1	TrainStartProc	Train	NULL	NULL	NULL	1	1	1	1	10	424	11	TrainWalkThroughProc	Please rate the intensity of the odor	TrainWalkThrough	NULL	NULL	NULL	NULL	NULL	NULL	1	1	1	NULL	0	0	1	1	1	1	PrepareProc	Prepare
TMA_DR_jars	39	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">21535485384771</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-39-1	60.321	1.0.0.2411	1	519564996	2.0.10.242	2.0.10.242	07-20-2017	7/20/2017 6:27:12 PM	14:27:12	2.0.10.147	1	TrainStartProc	Train	NULL	NULL	NULL	1	1	1	2	1	340	2	ExperimentProc	Please rate the intensity of the odor	TrainList	NULL	NULL	NULL	1	1	1	NULL	NULL	NULL	?	0	0	1	1	2	2	PrepareProc	Prepare
TMA_DR_jars	39	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">21535485384771</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-39-1	60.321	1.0.0.2411	1	519564996	2.0.10.242	2.0.10.242	07-20-2017	7/20/2017 6:27:12 PM	14:27:12	2.0.10.147	1	TrainStartProc	Train	NULL	NULL	NULL	1	1	1	3	9	340	8	ExperimentProc	Please rate the intensity of the odor	TrainList	NULL	NULL	NULL	2	1	2	NULL	NULL	NULL	?	0	0	1	1	3	3	PrepareProc	Prepare
TMA_DR_jars	39	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">21535485384771</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-39-1	60.321	1.0.0.2411	1	519564996	2.0.10.242	2.0.10.242	07-20-2017	7/20/2017 6:27:12 PM	14:27:12	2.0.10.147	1	TrainStartProc	Train	NULL	NULL	NULL	1	1	1	4	0	460	3	ExperimentProc	Please rate the intensity of the odor	TrainList	NULL	NULL	NULL	3	1	3	NULL	NULL	NULL	?	0	0	1	1	4	4	PrepareProc	Prepare
TMA_DR_jars	39	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">21535485384771</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-39-1	60.321	1.0.0.2411	1	519564996	2.0.10.242	2.0.10.242	07-20-2017	7/20/2017 6:27:12 PM	14:27:12	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	1	3	431	6	ExperimentProc	Please rate the intensity of the odor	TestList	6	1	1	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	5	5	PrepareProc	Prepare
TMA_DR_jars	39	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">21535485384771</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-39-1	60.321	1.0.0.2411	1	519564996	2.0.10.242	2.0.10.242	07-20-2017	7/20/2017 6:27:12 PM	14:27:12	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	2	12	339	5	ExperimentProc	Please rate the intensity of the odor	TestList	5	1	2	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	6	6	PrepareProc	Prepare
TMA_DR_jars	39	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">21535485384771</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-39-1	60.321	1.0.0.2411	1	519564996	2.0.10.242	2.0.10.242	07-20-2017	7/20/2017 6:27:12 PM	14:27:12	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	3	6	408	7	ExperimentProc	Please rate the intensity of the odor	TestList	7	1	3	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	7	7	PrepareProc	Prepare
TMA_DR_jars	39	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">21535485384771</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-39-1	60.321	1.0.0.2411	1	519564996	2.0.10.242	2.0.10.242	07-20-2017	7/20/2017 6:27:12 PM	14:27:12	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	4	0	458	3	ExperimentProc	Please rate the intensity of the odor	TestList	3	1	4	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	8	8	PrepareProc	Prepare
TMA_DR_jars	39	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">21535485384771</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-39-1	60.321	1.0.0.2411	1	519564996	2.0.10.242	2.0.10.242	07-20-2017	7/20/2017 6:27:12 PM	14:27:12	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	5	.3	409	10	ExperimentProc	Please rate the intensity of the odor	TestList	10	1	5	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	9	9	PrepareProc	Prepare
TMA_DR_jars	39	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">21535485384771</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-20T18:27:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-39-1	60.321	1.0.0.2411	1	519564996	2.0.10.242	2.0.10.242	07-20-2017	7/20/2017 6:27:12 PM	14:27:12	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	6	.6	440	4	ExperimentProc	Please rate the intensity of the odor	TestList	4	1	6	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	10	10	PrepareProc	Prepare
