ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Group	RandomSeed	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	Procedure[Block]	Running[Block]	Test	Test.Cycle	Test.Sample	Train	Train.Cycle	Train.Sample	Trial	Concentration	IntensityRating	Jar	Procedure[Trial]	Question	Running[Trial]	TestList	TestList.Cycle	TestList.Sample	TrainList	TrainList.Cycle	TrainList.Sample	TrainWalkThrough	TrainWalkThrough.Cycle	TrainWalkThrough.Sample	TrialNo	valve	valve2	SubTrial	Prepare	Prepare.Cycle	Prepare.Sample	Procedure[SubTrial]	Running[SubTrial]
TMA_DR_jars	47	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22839118508834</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-47-1	60.321	1.0.0.2423	1	-1517370923	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 2:35:46 PM	10:35:46	2.0.10.147	1	TrainStartProc	Train	NULL	NULL	NULL	1	1	1	1	10	453	7	TrainWalkThroughProc	Please rate the intensity of the odor	TrainWalkThrough	NULL	NULL	NULL	NULL	NULL	NULL	1	1	1	NULL	0	0	1	1	1	1	PrepareProc	Prepare
TMA_DR_jars	47	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22839118508834</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-47-1	60.321	1.0.0.2423	1	-1517370923	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 2:35:46 PM	10:35:46	2.0.10.147	1	TrainStartProc	Train	NULL	NULL	NULL	1	1	1	2	1	529	6	ExperimentProc	Please rate the intensity of the odor	TrainList	NULL	NULL	NULL	1	1	1	NULL	NULL	NULL	?	0	0	1	1	2	2	PrepareProc	Prepare
TMA_DR_jars	47	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22839118508834</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-47-1	60.321	1.0.0.2423	1	-1517370923	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 2:35:46 PM	10:35:46	2.0.10.147	1	TrainStartProc	Train	NULL	NULL	NULL	1	1	1	3	9	558	3	ExperimentProc	Please rate the intensity of the odor	TrainList	NULL	NULL	NULL	2	1	2	NULL	NULL	NULL	?	0	0	1	1	3	3	PrepareProc	Prepare
TMA_DR_jars	47	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22839118508834</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-47-1	60.321	1.0.0.2423	1	-1517370923	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 2:35:46 PM	10:35:46	2.0.10.147	1	TrainStartProc	Train	NULL	NULL	NULL	1	1	1	4	0	515	2	ExperimentProc	Please rate the intensity of the odor	TrainList	NULL	NULL	NULL	3	1	3	NULL	NULL	NULL	?	0	0	1	1	4	4	PrepareProc	Prepare
TMA_DR_jars	47	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22839118508834</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-47-1	60.321	1.0.0.2423	1	-1517370923	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 2:35:46 PM	10:35:46	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	1	.1	546	10	ExperimentProc	Please rate the intensity of the odor	TestList	9	1	1	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	5	5	PrepareProc	Prepare
TMA_DR_jars	47	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22839118508834</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-47-1	60.321	1.0.0.2423	1	-1517370923	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 2:35:46 PM	10:35:46	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	2	18	422	12	ExperimentProc	Please rate the intensity of the odor	TestList	11	1	2	NULL	NULL	NULL	NULL	NULL	NULL	?	?	?	1	1	6	6	PrepareProc	Prepare
TMA_DR_jars	47	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22839118508834</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-47-1	60.321	1.0.0.2423	1	-1517370923	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 2:35:46 PM	10:35:46	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	3	.3	506	9	ExperimentProc	Please rate the intensity of the odor	TestList	8	1	3	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	7	7	PrepareProc	Prepare
TMA_DR_jars	47	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22839118508834</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-47-1	60.321	1.0.0.2423	1	-1517370923	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 2:35:46 PM	10:35:46	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	4	-1	557	2	ExperimentProc	Please rate the intensity of the odor	TestList	2	1	4	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	8	8	PrepareProc	Prepare
TMA_DR_jars	47	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22839118508834</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-47-1	60.321	1.0.0.2423	1	-1517370923	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 2:35:46 PM	10:35:46	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	5	3	424	8	ExperimentProc	Please rate the intensity of the odor	TestList	7	1	5	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	9	9	PrepareProc	Prepare
TMA_DR_jars	47	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22839118508834</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-47-1	60.321	1.0.0.2423	1	-1517370923	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 2:35:46 PM	10:35:46	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	6	15	391	4	ExperimentProc	Please rate the intensity of the odor	TestList	4	1	6	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	10	10	PrepareProc	Prepare
TMA_DR_jars	47	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22839118508834</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-47-1	60.321	1.0.0.2423	1	-1517370923	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 2:35:46 PM	10:35:46	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	7	21	388	5	ExperimentProc	Please rate the intensity of the odor	TestList	5	1	7	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	11	11	PrepareProc	Prepare
TMA_DR_jars	47	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22839118508834</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-47-1	60.321	1.0.0.2423	1	-1517370923	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 2:35:46 PM	10:35:46	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	8	1	554	6	ExperimentProc	Please rate the intensity of the odor	TestList	6	1	8	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	12	12	PrepareProc	Prepare
TMA_DR_jars	47	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22839118508834</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-47-1	60.321	1.0.0.2423	1	-1517370923	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 2:35:46 PM	10:35:46	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	9	0	524	14	ExperimentProc	Please rate the intensity of the odor	TestList	13	1	9	NULL	NULL	NULL	NULL	NULL	NULL	?	?	?	1	1	13	13	PrepareProc	Prepare
TMA_DR_jars	47	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22839118508834</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-47-1	60.321	1.0.0.2423	1	-1517370923	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 2:35:46 PM	10:35:46	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	10	9	552	3	ExperimentProc	Please rate the intensity of the odor	TestList	3	1	10	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	14	14	PrepareProc	Prepare
TMA_DR_jars	47	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22839118508834</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-47-1	60.321	1.0.0.2423	1	-1517370923	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 2:35:46 PM	10:35:46	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	11	.6	449	11	ExperimentProc	Please rate the intensity of the odor	TestList	10	1	11	NULL	NULL	NULL	NULL	NULL	NULL	?	?	?	1	1	15	15	PrepareProc	Prepare
TMA_DR_jars	47	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22839118508834</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-47-1	60.321	1.0.0.2423	1	-1517370923	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 2:35:46 PM	10:35:46	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	12	6	440	13	ExperimentProc	Please rate the intensity of the odor	TestList	12	1	12	NULL	NULL	NULL	NULL	NULL	NULL	?	?	?	1	1	16	16	PrepareProc	Prepare
TMA_DR_jars	47	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22839118508834</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-47-1	60.321	1.0.0.2423	1	-1517370923	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 2:35:46 PM	10:35:46	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	13	12	485	1	ExperimentProc	Please rate the intensity of the odor	TestList	1	1	13	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	17	17	PrepareProc	Prepare
TMA_DR_jars	47	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22839118508834</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T14:35:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-47-1	60.321	1.0.0.2423	1	-1517370923	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 2:35:46 PM	10:35:46	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	14	1	383	6	ExperimentProc	Please rate the intensity of the odor	TestList	6	2	14	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	18	18	PrepareProc	Prepare
