ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Group	RandomSeed	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	Procedure[Block]	Running[Block]	Test	Test.Cycle	Test.Sample	Train	Train.Cycle	Train.Sample	Trial	Concentration	IntensityRating	Jar	Procedure[Trial]	Question	Running[Trial]	TestList	TestList.Cycle	TestList.Sample	TrainList	TrainList.Cycle	TrainList.Sample	TrainWalkThrough	TrainWalkThrough.Cycle	TrainWalkThrough.Sample	TrialNo	valve	valve2	SubTrial	Prepare	Prepare.Cycle	Prepare.Sample	Procedure[SubTrial]	Running[SubTrial]
TMA_DR_jars	41	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22822901595784</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-41-1	60.320	1.0.0.2423	1	-554415247	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 1:09:06 PM	09:09:06	2.0.10.147	1	TrainStartProc	Train	NULL	NULL	NULL	1	1	1	1	10	458	7	TrainWalkThroughProc	Please rate the intensity of the odor	TrainWalkThrough	NULL	NULL	NULL	NULL	NULL	NULL	1	1	1	NULL	0	0	1	1	1	1	PrepareProc	Prepare
TMA_DR_jars	41	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22822901595784</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-41-1	60.320	1.0.0.2423	1	-554415247	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 1:09:06 PM	09:09:06	2.0.10.147	1	TrainStartProc	Train	NULL	NULL	NULL	1	1	1	2	1	543	6	ExperimentProc	Please rate the intensity of the odor	TrainList	NULL	NULL	NULL	1	1	1	NULL	NULL	NULL	?	0	0	1	1	2	2	PrepareProc	Prepare
TMA_DR_jars	41	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22822901595784</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-41-1	60.320	1.0.0.2423	1	-554415247	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 1:09:06 PM	09:09:06	2.0.10.147	1	TrainStartProc	Train	NULL	NULL	NULL	1	1	1	3	9	555	3	ExperimentProc	Please rate the intensity of the odor	TrainList	NULL	NULL	NULL	2	1	2	NULL	NULL	NULL	?	0	0	1	1	3	3	PrepareProc	Prepare
TMA_DR_jars	41	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22822901595784</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-41-1	60.320	1.0.0.2423	1	-554415247	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 1:09:06 PM	09:09:06	2.0.10.147	1	TrainStartProc	Train	NULL	NULL	NULL	1	1	1	4	0	572	2	ExperimentProc	Please rate the intensity of the odor	TrainList	NULL	NULL	NULL	3	1	3	NULL	NULL	NULL	?	0	0	1	1	4	4	PrepareProc	Prepare
TMA_DR_jars	41	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22822901595784</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-41-1	60.320	1.0.0.2423	1	-554415247	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 1:09:06 PM	09:09:06	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	1	6	537	13	ExperimentProc	Please rate the intensity of the odor	TestList	12	1	1	NULL	NULL	NULL	NULL	NULL	NULL	?	?	?	1	1	5	5	PrepareProc	Prepare
TMA_DR_jars	41	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22822901595784</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-41-1	60.320	1.0.0.2423	1	-554415247	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 1:09:06 PM	09:09:06	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	2	9	536	3	ExperimentProc	Please rate the intensity of the odor	TestList	3	1	2	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	6	6	PrepareProc	Prepare
TMA_DR_jars	41	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22822901595784</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-41-1	60.320	1.0.0.2423	1	-554415247	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 1:09:06 PM	09:09:06	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	3	.6	573	11	ExperimentProc	Please rate the intensity of the odor	TestList	10	1	3	NULL	NULL	NULL	NULL	NULL	NULL	?	?	?	1	1	7	7	PrepareProc	Prepare
TMA_DR_jars	41	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22822901595784</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-41-1	60.320	1.0.0.2423	1	-554415247	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 1:09:06 PM	09:09:06	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	4	15	530	4	ExperimentProc	Please rate the intensity of the odor	TestList	4	1	4	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	8	8	PrepareProc	Prepare
TMA_DR_jars	41	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22822901595784</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-41-1	60.320	1.0.0.2423	1	-554415247	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 1:09:06 PM	09:09:06	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	5	21	496	5	ExperimentProc	Please rate the intensity of the odor	TestList	5	1	5	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	9	9	PrepareProc	Prepare
TMA_DR_jars	41	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3118085</Frequency><Timestamp dt:dt="r8">22822901595784</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-07-25T13:09:05Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	TMA_DR_jars-41-1	60.320	1.0.0.2423	1	-554415247	2.0.10.242	2.0.10.242	07-25-2017	7/25/2017 1:09:06 PM	09:09:06	2.0.10.147	2	TestProcedure	Test	1	1	1	NULL	NULL	NULL	6	.3	579	9	ExperimentProc	Please rate the intensity of the odor	TestList	8	1	6	NULL	NULL	NULL	NULL	NULL	NULL	?	0	0	1	1	10	10	PrepareProc	Prepare
